Year,FIPS,Race,AgeGroup,Population
2020,6063,MR NH,0–18,459
2020,6063,MR NH,19–34,224
2020,6063,MR NH,35–64,269
2020,6063,MR NH,65+,155
2020,6063,NHPI NH,0–18,9
2020,6063,NHPI NH,19–34,6
2020,6063,NHPI NH,35–64,22
2020,6063,NHPI NH,65+,8
2020,6063,White NH,0–18,2566
2020,6063,White NH,19–34,2017
2020,6063,White NH,35–64,6227
2020,6063,White NH,65+,5309
2020,6065,AIAN NH,0–18,2922
2020,6065,AIAN NH,19–34,2638
2020,6065,AIAN NH,35–64,4657
2020,6065,AIAN NH,65+,1882
2020,6065,Asian NH,0–18,36060
2020,6065,Asian NH,19–34,33348
2020,6065,Asian NH,35–64,70709
2020,6065,Asian NH,65+,26459
2020,6065,Black NH,0–18,34260
2020,6065,Black NH,19–34,33670
2020,6065,Black NH,35–64,60091
2020,6065,Black NH,65+,20091
2020,6065,Hispanic,0–18,446667
2020,6065,Hispanic,19–34,308392
2020,6065,Hispanic,35–64,390644
2020,6065,Hispanic,65+,75860
2020,6065,MR NH,0–18,38865
2020,6065,MR NH,19–34,20348
2020,6065,MR NH,35–64,20351
2020,6065,MR NH,65+,5349
2020,6065,NHPI NH,0–18,1938
2020,6065,NHPI NH,19–34,1486
2020,6065,NHPI NH,35–64,2756
2020,6065,NHPI NH,65+,743
2020,6065,White NH,0–18,137126
2020,6065,White NH,19–34,125651
2020,6065,White NH,35–64,318407
2020,6065,White NH,65+,214641
2020,6067,AIAN NH,0–18,1459
2020,6067,AIAN NH,19–34,1684
2020,6067,AIAN NH,35–64,3244
2020,6067,AIAN NH,65+,1133
2020,6067,Asian NH,0–18,65648
2020,6067,Asian NH,19–34,64236
2020,6067,Asian NH,35–64,110281
2020,6067,Asian NH,65+,38911
2020,6067,Black NH,0–18,35603
2020,6067,Black NH,19–34,36686
2020,6067,Black NH,35–64,56964
2020,6067,Black NH,65+,17518
2020,6067,Hispanic,0–18,150780
2020,6067,Hispanic,19–34,106738
2020,6067,Hispanic,35–64,125629
2020,6067,Hispanic,65+,24869
2020,6067,MR NH,0–18,46149
2020,6067,MR NH,19–34,26106
2020,6067,MR NH,35–64,25292
2020,6067,MR NH,65+,5237
2020,6067,NHPI NH,0–18,4199
2020,6067,NHPI NH,19–34,4604
2020,6067,NHPI NH,35–64,8217
2020,6067,NHPI NH,65+,2178
2020,6067,White NH,0–18,118212
2020,6067,White NH,19–34,127960
2020,6067,White NH,35–64,274908
2020,6067,White NH,65+,135649
2020,6069,AIAN NH,0–18,47
2020,6069,AIAN NH,19–34,59
2020,6069,AIAN NH,35–64,102
2020,6069,AIAN NH,65+,42
2020,6069,Asian NH,0–18,455
2020,6069,Asian NH,19–34,431
2020,6069,Asian NH,35–64,1011
2020,6069,Asian NH,65+,344
2020,6069,Black NH,0–18,93
2020,6069,Black NH,19–34,73
2020,6069,Black NH,35–64,257
2020,6069,Black NH,65+,66
2020,6069,Hispanic,0–18,14512
2020,6069,Hispanic,19–34,10302
2020,6069,Hispanic,35–64,14926
2020,6069,Hispanic,65+,3334
2020,6069,MR NH,0–18,686
2020,6069,MR NH,19–34,438
2020,6069,MR NH,35–64,560
2020,6069,MR NH,65+,173
2020,6069,NHPI NH,0–18,42
2020,6069,NHPI NH,19–34,26
2020,6069,NHPI NH,35–64,70
2020,6069,NHPI NH,65+,12
2020,6069,White NH,0–18,3620
2020,6069,White NH,19–34,3248
2020,6069,White NH,35–64,8666
2020,6069,White NH,65+,4428
2020,6071,AIAN NH,0–18,1764
2020,6071,AIAN NH,19–34,1950
2020,6071,AIAN NH,35–64,3424
2020,6071,AIAN NH,65+,1385
2020,6071,Asian NH,0–18,38807
2020,6071,Asian NH,19–34,36799
2020,6071,Asian NH,35–64,74947
2020,6071,Asian NH,65+,27533
2020,6071,Black NH,0–18,45443
2020,6071,Black NH,19–34,43693
2020,6071,Black NH,35–64,64894
2020,6071,Black NH,65+,20924
2020,6071,Hispanic,0–18,440736
2020,6071,Hispanic,19–34,315273
2020,6071,Hispanic,35–64,384365
2020,6071,Hispanic,65+,75993
2020,6071,MR NH,0–18,31070
2020,6071,MR NH,19–34,16582
2020,6071,MR NH,35–64,16373
2020,6071,MR NH,65+,4379
2020,6071,NHPI NH,0–18,1877
2020,6071,NHPI NH,19–34,1481
2020,6071,NHPI NH,35–64,2380
2020,6071,NHPI NH,65+,595
2020,6071,White NH,0–18,105897
2020,6071,White NH,19–34,110132
2020,6071,White NH,35–64,235267
2020,6071,White NH,65+,120808
2020,6073,AIAN NH,0–18,2679
2020,6073,AIAN NH,19–34,3551
2020,6073,AIAN NH,35–64,4988
2020,6073,AIAN NH,65+,1751
2020,6073,Asian NH,0–18,76636
2020,6073,Asian NH,19–34,98243
2020,6073,Asian NH,35–64,168169
2020,6073,Asian NH,65+,60670
2020,6073,Black NH,0–18,30518
2020,6073,Black NH,19–34,42931
2020,6073,Black NH,35–64,56644
2020,6073,Black NH,65+,16213
2020,6073,Hispanic,0–18,422075
2020,6073,Hispanic,19–34,334297
2020,6073,Hispanic,35–64,391540
2020,6073,Hispanic,65+,79461
2020,6073,MR NH,0–18,72650
2020,6073,MR NH,19–34,45956
2020,6073,MR NH,35–64,40757
2020,6073,MR NH,65+,7876
2020,6073,NHPI NH,0–18,2892
2020,6073,NHPI NH,19–34,3130
2020,6073,NHPI NH,35–64,5495
2020,6073,NHPI NH,65+,1616
2020,6073,White NH,0–18,237704
2020,6073,White NH,19–34,317744
2020,6073,White NH,35–64,580275
2020,6073,White NH,65+,300736
2020,6075,AIAN NH,0–18,176
2020,6075,AIAN NH,19–34,458
2020,6075,AIAN NH,35–64,760
2020,6075,AIAN NH,65+,208
2020,6075,Asian NH,0–18,37567
2020,6075,Asian NH,19–34,78484
2020,6075,Asian NH,35–64,119307
2020,6075,Asian NH,65+,60491
2020,6075,Black NH,0–18,6970
2020,6075,Black NH,19–34,11703
2020,6075,Black NH,35–64,18874
2020,6075,Black NH,65+,7843
2020,6075,Hispanic,0–18,33871
2020,6075,Hispanic,19–34,38805
2020,6075,Hispanic,35–64,51392
2020,6075,Hispanic,65+,11738
2020,6075,MR NH,0–18,16742
2020,6075,MR NH,19–34,14404
2020,6075,MR NH,35–64,12077
2020,6075,MR NH,65+,2220
2020,6075,NHPI NH,0–18,732
2020,6075,NHPI NH,19–34,936
2020,6075,NHPI NH,35–64,1244
2020,6075,NHPI NH,65+,390
2020,6075,White NH,0–18,36555
2020,6075,White NH,19–34,103663
2020,6075,White NH,35–64,150671
2020,6075,White NH,65+,54485
2020,6077,AIAN NH,0–18,694
2020,6077,AIAN NH,19–34,697
2020,6077,AIAN NH,35–64,1364
2020,6077,AIAN NH,65+,445
2020,6077,Asian NH,0–18,35171
2020,6077,Asian NH,19–34,29878
2020,6077,Asian NH,35–64,53516
2020,6077,Asian NH,65+,17776
2020,6077,Black NH,0–18,14943
2020,6077,Black NH,19–34,13320
2020,6077,Black NH,35–64,22080
2020,6077,Black NH,65+,6968
2020,6077,Hispanic,0–18,130359
2020,6077,Hispanic,19–34,84381
2020,6077,Hispanic,35–64,106987
2020,6077,Hispanic,65+,21373
2020,6077,MR NH,0–18,15855
2020,6077,MR NH,19–34,8054
2020,6077,MR NH,35–64,8186
2020,6077,MR NH,65+,1995
2020,6077,NHPI NH,0–18,1267
2020,6077,NHPI NH,19–34,1082
2020,6077,NHPI NH,35–64,2226
2020,6077,NHPI NH,65+,594
2020,6077,White NH,0–18,39766
2020,6077,White NH,19–34,37689
2020,6077,White NH,35–64,90500
2020,6077,White NH,65+,49835
2020,6079,AIAN NH,0–18,149
2020,6079,AIAN NH,19–34,247
2020,6079,AIAN NH,35–64,506
2020,6079,AIAN NH,65+,262
2020,6079,Asian NH,0–18,1627
2020,6079,Asian NH,19–34,3679
2020,6079,Asian NH,35–64,3301
2020,6079,Asian NH,65+,1494
2020,6079,Black NH,0–18,553
2020,6079,Black NH,19–34,1340
2020,6079,Black NH,35–64,2223
2020,6079,Black NH,65+,421
2020,6079,Hispanic,0–18,25769
2020,6079,Hispanic,19–34,21617
2020,6079,Hispanic,35–64,23464
2020,6079,Hispanic,65+,5627
2020,6079,MR NH,0–18,4523
2020,6079,MR NH,19–34,4747
2020,6079,MR NH,35–64,3298
2020,6079,MR NH,65+,1040
2020,6079,NHPI NH,0–18,61
2020,6079,NHPI NH,19–34,96
2020,6079,NHPI NH,35–64,130
2020,6079,NHPI NH,65+,53
2020,6079,White NH,0–18,28922
2020,6079,White NH,19–34,40128
2020,6079,White NH,35–64,66930
2020,6079,White NH,65+,49153
2020,6081,AIAN NH,0–18,185
2020,6081,AIAN NH,19–34,221
2020,6081,AIAN NH,35–64,417
2020,6081,AIAN NH,65+,206
2020,6081,Asian NH,0–18,41221
2020,6081,Asian NH,19–34,52647
2020,6081,Asian NH,35–64,99543
2020,6081,Asian NH,65+,36213
2020,6081,Black NH,0–18,2320
2020,6081,Black NH,19–34,3293
2020,6081,Black NH,35–64,6276
2020,6081,Black NH,65+,2997
2020,6081,Hispanic,0–18,57269
2020,6081,Hispanic,19–34,42408
2020,6081,Hispanic,35–64,60374
2020,6081,Hispanic,65+,13156
2020,6081,MR NH,0–18,18637
2020,6081,MR NH,19–34,9117
2020,6081,MR NH,35–64,9243
2020,6081,MR NH,65+,1979
2020,6081,NHPI NH,0–18,2229
2020,6081,NHPI NH,19–34,2255
2020,6081,NHPI NH,35–64,3502
2020,6081,NHPI NH,65+,1167
2020,6081,White NH,0–18,47461
2020,6081,White NH,19–34,47303
2020,6081,White NH,35–64,120386
2020,6081,White NH,65+,64247
2020,6083,AIAN NH,0–18,310
2020,6083,AIAN NH,19–34,419
2020,6083,AIAN NH,35–64,680
2020,6083,AIAN NH,65+,362
2020,6083,Asian NH,0–18,4367
2020,6083,Asian NH,19–34,9785
2020,6083,Asian NH,35–64,8155
2020,6083,Asian NH,65+,3345
2020,6083,Black NH,0–18,1220
2020,6083,Black NH,19–34,2048
2020,6083,Black NH,35–64,2393
2020,6083,Black NH,65+,861
2020,6083,Hispanic,0–18,81389
2020,6083,Hispanic,19–34,60146
2020,6083,Hispanic,35–64,67123
2020,6083,Hispanic,65+,14574
2020,6083,MR NH,0–18,5426
2020,6083,MR NH,19–34,6288
2020,6083,MR NH,35–64,3740
2020,6083,MR NH,65+,943
2020,6083,NHPI NH,0–18,124
2020,6083,NHPI NH,19–34,152
2020,6083,NHPI NH,35–64,196
2020,6083,NHPI NH,65+,78
2020,6083,White NH,0–18,27369
2020,6083,White NH,19–34,44568
2020,6083,White NH,35–64,65915
2020,6083,White NH,65+,48755
2020,6085,AIAN NH,0–18,772
2020,6085,AIAN NH,19–34,719
2020,6085,AIAN NH,35–64,1323
2020,6085,AIAN NH,65+,479
2020,6085,Asian NH,0–18,161038
2020,6085,Asian NH,19–34,185048
2020,6085,Asian NH,35–64,317103
2020,6085,Asian NH,65+,95741
2020,6085,Black NH,0–18,8183
2020,6085,Black NH,19–34,11487
2020,6085,Black NH,35–64,17838
2020,6085,Black NH,65+,5034
2020,6085,Hispanic,0–18,153029
2020,6085,Hispanic,19–34,118932
2020,6085,Hispanic,35–64,153803
2020,6085,Hispanic,65+,30829
2020,6085,MR NH,0–18,35851
2020,6085,MR NH,19–34,20227
2020,6085,MR NH,35–64,18155
2020,6085,MR NH,65+,4030
2020,6085,NHPI NH,0–18,1992
2020,6085,NHPI NH,19–34,1279
2020,6085,NHPI NH,35–64,2163
2020,6085,NHPI NH,65+,672
2020,6085,White NH,0–18,90518
2020,6085,White NH,19–34,109790
2020,6085,White NH,35–64,240152
2020,6085,White NH,65+,121153
2020,6087,AIAN NH,0–18,103
2020,6087,AIAN NH,19–34,216
2020,6087,AIAN NH,35–64,385
2020,6087,AIAN NH,65+,161
2020,6087,Asian NH,0–18,1863
2020,6087,Asian NH,19–34,4214
2020,6087,Asian NH,35–64,4280
2020,6087,Asian NH,65+,1848
2020,6087,Black NH,0–18,512
2020,6087,Black NH,19–34,897
2020,6087,Black NH,35–64,1131
2020,6087,Black NH,65+,341
2020,6087,Hispanic,0–18,33240
2020,6087,Hispanic,19–34,28330
2020,6087,Hispanic,35–64,31778
2020,6087,Hispanic,65+,6801
2020,6087,MR NH,0–18,4421
2020,6087,MR NH,19–34,4716
2020,6087,MR NH,35–64,3306
2020,6087,MR NH,65+,862
2020,6087,NHPI NH,0–18,54
2020,6087,NHPI NH,19–34,56
2020,6087,NHPI NH,35–64,143
2020,6087,NHPI NH,65+,47
2020,6087,White NH,0–18,21106
2020,6087,White NH,19–34,30430
2020,6087,White NH,35–64,59410
2020,6087,White NH,65+,36088
2020,6089,AIAN NH,0–18,997
2020,6089,AIAN NH,19–34,939
2020,6089,AIAN NH,35–64,1575
2020,6089,AIAN NH,65+,553
2020,6089,Asian NH,0–18,1447
2020,6089,Asian NH,19–34,1532
2020,6089,Asian NH,35–64,2259
2020,6089,Asian NH,65+,683
2020,6089,Black NH,0–18,449
2020,6089,Black NH,19–34,500
2020,6089,Black NH,35–64,625
2020,6089,Black NH,65+,199
2020,6089,Hispanic,0–18,10236
2020,6089,Hispanic,19–34,6738
2020,6089,Hispanic,35–64,8305
2020,6089,Hispanic,65+,2112
2020,6089,MR NH,0–18,5544
2020,6089,MR NH,19–34,2740
2020,6089,MR NH,35–64,3191
2020,6089,MR NH,65+,1048
2020,6089,NHPI NH,0–18,82
2020,6089,NHPI NH,19–34,76
2020,6089,NHPI NH,35–64,129
2020,6089,NHPI NH,65+,53
2020,6089,White NH,0–18,27842
2020,6089,White NH,19–34,23746
2020,6089,White NH,35–64,53177
2020,6089,White NH,65+,33166
2020,6091,AIAN NH,0–18,5
2020,6091,AIAN NH,19–34,5
2020,6091,AIAN NH,35–64,4
2020,6091,AIAN NH,65+,4
2020,6091,Asian NH,0–18,2
2020,6091,Asian NH,19–34,1
2020,6091,Asian NH,35–64,3
2020,6091,Asian NH,65+,1
2020,6091,Black NH,0–18,4
2020,6091,Black NH,19–34,0
2020,6091,Black NH,35–64,0
2020,6091,Black NH,65+,3
2020,6091,Hispanic,0–18,187
2020,6091,Hispanic,19–34,66
2020,6091,Hispanic,35–64,143
2020,6091,Hispanic,65+,74
2020,6091,MR NH,0–18,43
2020,6091,MR NH,19–34,24
2020,6091,MR NH,35–64,90
2020,6091,MR NH,65+,29
2020,6091,NHPI NH,19–34,0
2020,6091,NHPI NH,35–64,0
2020,6091,NHPI NH,65+,1
2020,6091,White NH,0–18,390
2020,6091,White NH,19–34,289
2020,6091,White NH,35–64,1046
2020,6091,White NH,65+,890
2020,6093,AIAN NH,0–18,496
2020,6093,AIAN NH,19–34,324
2020,6093,AIAN NH,35–64,680
2020,6093,AIAN NH,65+,291
2020,6093,Asian NH,0–18,211
2020,6093,Asian NH,19–34,156
2020,6093,Asian NH,35–64,352
2020,6093,Asian NH,65+,195
2020,6093,Black NH,0–18,113
2020,6093,Black NH,19–34,103
2020,6093,Black NH,35–64,173
2020,6093,Black NH,65+,100
2020,6093,Hispanic,0–18,2741
2020,6093,Hispanic,19–34,1636
2020,6093,Hispanic,35–64,2228
2020,6093,Hispanic,65+,718
2020,6093,MR NH,0–18,1352
2020,6093,MR NH,19–34,556
2020,6093,MR NH,35–64,778
2020,6093,MR NH,65+,416
2020,6093,NHPI NH,0–18,15
2020,6093,NHPI NH,19–34,5
2020,6093,NHPI NH,35–64,12
2020,6093,NHPI NH,65+,5
2020,6093,White NH,0–18,5575
2020,6093,White NH,19–34,4460
2020,6093,White NH,35–64,12363
2020,6093,White NH,65+,9910
2020,6095,AIAN NH,0–18,270
2020,6095,AIAN NH,19–34,345
2020,6095,AIAN NH,35–64,745
2020,6095,AIAN NH,65+,282
2020,6095,Asian NH,0–18,12848
2020,6095,Asian NH,19–34,14168
2020,6095,Asian NH,35–64,29789
2020,6095,Asian NH,65+,14807
2020,6095,Black NH,0–18,12284
2020,6095,Black NH,19–34,13939
2020,6095,Black NH,35–64,24938
2020,6095,Black NH,65+,9584
2020,6095,Hispanic,0–18,48061
2020,6095,Hispanic,19–34,33403
2020,6095,Hispanic,35–64,42039
2020,6095,Hispanic,65+,8609
2020,6095,MR NH,0–18,13912
2020,6095,MR NH,19–34,7989
2020,6095,MR NH,35–64,7398
2020,6095,MR NH,65+,1517
2020,6095,NHPI NH,0–18,770
2020,6095,NHPI NH,19–34,761
2020,6095,NHPI NH,35–64,1735
2020,6095,NHPI NH,65+,572
2020,6095,White NH,0–18,25378
2020,6095,White NH,19–34,28701
2020,6095,White NH,35–64,66098
2020,6095,White NH,65+,36622
2020,6097,AIAN NH,0–18,641
2020,6097,AIAN NH,19–34,634
2020,6097,AIAN NH,35–64,1306
2020,6097,AIAN NH,65+,512
2020,6097,Asian NH,0–18,3942
2020,6097,Asian NH,19–34,4730
2020,6097,Asian NH,35–64,10132
2020,6097,Asian NH,65+,3703
2020,6097,Black NH,0–18,1458
2020,6097,Black NH,19–34,1730
2020,6097,Black NH,35–64,3141
2020,6097,Black NH,65+,845
2020,6097,Hispanic,0–18,49219
2020,6097,Hispanic,19–34,35244
2020,6097,Hispanic,35–64,48314
2020,6097,Hispanic,65+,8465
2020,6097,MR NH,0–18,9894
2020,6097,MR NH,19–34,6169
2020,6097,MR NH,35–64,6768
2020,6097,MR NH,65+,1778
2020,6097,NHPI NH,0–18,304
2020,6097,NHPI NH,19–34,266
2020,6097,NHPI NH,35–64,891
2020,6097,NHPI NH,65+,287
2020,6097,White NH,0–18,42551
2020,6097,White NH,19–34,46088
2020,6097,White NH,35–64,119381
2020,6097,White NH,65+,80322
2020,6099,AIAN NH,0–18,480
2020,6099,AIAN NH,19–34,549
2020,6099,AIAN NH,35–64,1127
2020,6099,AIAN NH,65+,499
2020,6099,Asian NH,0–18,7971
2020,6099,Asian NH,19–34,7622
2020,6099,Asian NH,35–64,13624
2020,6099,Asian NH,65+,4586
2020,6099,Black NH,0–18,3796
2020,6099,Black NH,19–34,3356
2020,6099,Black NH,35–64,5580
2020,6099,Black NH,65+,1685
2020,6099,Hispanic,0–18,106186
2020,6099,Hispanic,19–34,69795
2020,6099,Hispanic,35–64,85776
2020,6099,Hispanic,65+,17878
2020,6099,MR NH,0–18,9756
2020,6099,MR NH,19–34,5299
2020,6099,MR NH,35–64,5655
2020,6099,MR NH,65+,1748
2020,6099,NHPI NH,0–18,844
2020,6099,NHPI NH,19–34,918
2020,6099,NHPI NH,35–64,1773
2020,6099,NHPI NH,65+,483
2020,6099,White NH,0–18,41771
2020,6099,White NH,19–34,38229
2020,6099,White NH,35–64,84686
2020,6099,White NH,65+,45253
2020,6101,AIAN NH,0–18,182
2020,6101,AIAN NH,19–34,191
2020,6101,AIAN NH,35–64,347
2020,6101,AIAN NH,65+,164
2020,6101,Asian NH,0–18,4308
2020,6101,Asian NH,19–34,4241
2020,6101,Asian NH,35–64,6945
2020,6101,Asian NH,65+,3033
2020,6101,Black NH,0–18,440
2020,6101,Black NH,19–34,472
2020,6101,Black NH,35–64,653
2020,6101,Black NH,65+,230
2020,6101,Hispanic,0–18,14094
2020,6101,Hispanic,19–34,8933
2020,6101,Hispanic,35–64,11407
2020,6101,Hispanic,65+,2456
2020,6101,MR NH,0–18,2354
2020,6101,MR NH,19–34,1187
2020,6101,MR NH,35–64,1245
2020,6101,MR NH,65+,384
2020,6101,NHPI NH,0–18,51
2020,6101,NHPI NH,19–34,82
2020,6101,NHPI NH,35–64,98
2020,6101,NHPI NH,65+,63
2020,6101,White NH,0–18,8559
2020,6101,White NH,19–34,7311
2020,6101,White NH,35–64,16464
2020,6101,White NH,65+,9399
2020,6103,AIAN NH,0–18,262
2020,6103,AIAN NH,19–34,244
2020,6103,AIAN NH,35–64,484
2020,6103,AIAN NH,65+,216
2020,6103,Asian NH,0–18,227
2020,6103,Asian NH,19–34,197
2020,6103,Asian NH,35–64,443
2020,6103,Asian NH,65+,140
2020,6103,Black NH,0–18,114
2020,6103,Black NH,19–34,94
2020,6103,Black NH,35–64,155
2020,6103,Black NH,65+,43
2020,6103,Hispanic,0–18,8172
2020,6103,Hispanic,19–34,4676
2020,6103,Hispanic,35–64,5913
2020,6103,Hispanic,65+,1321
2020,6103,MR NH,0–18,1376
2020,6103,MR NH,19–34,759
2020,6103,MR NH,35–64,968
2020,6103,MR NH,65+,466
2020,6103,NHPI NH,0–18,22
2020,6103,NHPI NH,19–34,23
2020,6103,NHPI NH,35–64,38
2020,6103,NHPI NH,65+,20
2020,6103,White NH,0–18,8075
2020,6103,White NH,19–34,6563
2020,6103,White NH,35–64,16389
2020,6103,White NH,65+,10643
2020,6105,AIAN NH,0–18,97
2020,6105,AIAN NH,19–34,64
2020,6105,AIAN NH,35–64,148
2020,6105,AIAN NH,65+,107
2020,6105,Asian NH,0–18,435
2020,6105,Asian NH,19–34,537
2020,6105,Asian NH,35–64,970
2020,6105,Asian NH,65+,342
2020,6105,Black NH,0–18,8
2020,6105,Black NH,19–34,25
2020,6105,Black NH,35–64,20
2020,6105,Black NH,65+,14
2020,6105,Hispanic,0–18,352
2020,6105,Hispanic,19–34,251
2020,6105,Hispanic,35–64,438
2020,6105,Hispanic,65+,109
2020,6105,MR NH,0–18,297
2020,6105,MR NH,19–34,151
2020,6105,MR NH,35–64,360
2020,6105,MR NH,65+,169
2020,6105,NHPI NH,0–18,8
2020,6105,NHPI NH,19–34,3
2020,6105,NHPI NH,35–64,10
2020,6105,NHPI NH,65+,3
2020,6105,White NH,0–18,1729
2020,6105,White NH,19–34,1789
2020,6105,White NH,35–64,4683
2020,6105,White NH,65+,3248
2020,6107,AIAN NH,0–18,852
2020,6107,AIAN NH,19–34,782
2020,6107,AIAN NH,35–64,1343
2020,6107,AIAN NH,65+,521
2020,6107,Asian NH,0–18,3916
2020,6107,Asian NH,19–34,3593
2020,6107,Asian NH,35–64,6110
2020,6107,Asian NH,65+,2592
2020,6107,Black NH,0–18,1573
2020,6107,Black NH,19–34,1237
2020,6107,Black NH,35–64,1976
2020,6107,Black NH,65+,603
2020,6107,Hispanic,0–18,136006
2020,6107,Hispanic,19–34,83569
2020,6107,Hispanic,35–64,103136
2020,6107,Hispanic,65+,20944
2020,6107,MR NH,0–18,4927
2020,6107,MR NH,19–34,2275
2020,6107,MR NH,35–64,2735
2020,6107,MR NH,65+,832
2020,6107,NHPI NH,0–18,175
2020,6107,NHPI NH,19–34,108
2020,6107,NHPI NH,35–64,179
2020,6107,NHPI NH,65+,58
2020,6107,White NH,0–18,25403
2020,6107,White NH,19–34,21998
2020,6107,White NH,35–64,50402
2020,6107,White NH,65+,28596
2020,6109,AIAN NH,0–18,143
2020,6109,AIAN NH,19–34,161
2020,6109,AIAN NH,35–64,329
2020,6109,AIAN NH,65+,187
2020,6109,Asian NH,0–18,121
2020,6109,Asian NH,19–34,157
2020,6109,Asian NH,35–64,336
2020,6109,Asian NH,65+,159
2020,6109,Black NH,0–18,37
2020,6109,Black NH,19–34,417
2020,6109,Black NH,35–64,523
2020,6109,Black NH,65+,51
2020,6109,Hispanic,0–18,2690
2020,6109,Hispanic,19–34,2388
2020,6109,Hispanic,35–64,2850
2020,6109,Hispanic,65+,1004
2020,6109,MR NH,0–18,1142
2020,6109,MR NH,19–34,697
2020,6109,MR NH,35–64,946
2020,6109,MR NH,65+,483
2020,6109,NHPI NH,0–18,27
2020,6109,NHPI NH,19–34,9
2020,6109,NHPI NH,35–64,60
2020,6109,NHPI NH,65+,19
2020,6109,White NH,0–18,6987
2020,6109,White NH,19–34,6475
2020,6109,White NH,35–64,16227
2020,6109,White NH,65+,12978
2020,6111,AIAN NH,0–18,337
2020,6111,AIAN NH,19–34,458
2020,6111,AIAN NH,35–64,846
2020,6111,AIAN NH,65+,387
2020,6111,Asian NH,0–18,12315
2020,6111,Asian NH,19–34,11431
2020,6111,Asian NH,35–64,28917
2020,6111,Asian NH,65+,11325
2020,6111,Black NH,0–18,2638
2020,6111,Black NH,19–34,3453
2020,6111,Black NH,35–64,5820
2020,6111,Black NH,65+,1974
2020,6111,Hispanic,0–18,132593
2020,6111,Hispanic,19–34,98832
2020,6111,Hispanic,35–64,130348
2020,6111,Hispanic,65+,28113
2020,6111,MR NH,0–18,13767
2020,6111,MR NH,19–34,8409
2020,6111,MR NH,35–64,8502
2020,6111,MR NH,65+,2184
2020,6111,NHPI NH,0–18,331
2020,6111,NHPI NH,19–34,279
2020,6111,NHPI NH,35–64,550
2020,6111,NHPI NH,65+,276
2020,6111,White NH,0–18,60439
2020,6111,White NH,19–34,62432
2020,6111,White NH,35–64,152186
2020,6111,White NH,65+,89073
2020,6113,AIAN NH,0–18,198
2020,6113,AIAN NH,19–34,236
2020,6113,AIAN NH,35–64,370
2020,6113,AIAN NH,65+,163
2020,6113,Asian NH,0–18,6081
2020,6113,Asian NH,19–34,13393
2020,6113,Asian NH,35–64,8313
2020,6113,Asian NH,65+,2403
2020,6113,Black NH,0–18,1305
2020,6113,Black NH,19–34,1783
2020,6113,Black NH,35–64,2076
2020,6113,Black NH,65+,623
2020,6113,Hispanic,0–18,28146
2020,6113,Hispanic,19–34,24387
2020,6113,Hispanic,35–64,25095
2020,6113,Hispanic,65+,5526
2020,6113,MR NH,0–18,4679
2020,6113,MR NH,19–34,4261
2020,6113,MR NH,35–64,2427
2020,6113,MR NH,65+,518
2020,6113,NHPI NH,0–18,205
2020,6113,NHPI NH,19–34,324
2020,6113,NHPI NH,35–64,513
2020,6113,NHPI NH,65+,136
2020,6113,White NH,0–18,17066
2020,6113,White NH,19–34,24475
2020,6113,White NH,35–64,34655
2020,6113,White NH,65+,18694
2020,6115,AIAN NH,0–18,232
2020,6115,AIAN NH,19–34,204
2020,6115,AIAN NH,35–64,426
2020,6115,AIAN NH,65+,199
2020,6115,Asian NH,0–18,1625
2020,6115,Asian NH,19–34,1617
2020,6115,Asian NH,35–64,1820
2020,6115,Asian NH,65+,544
2020,6115,Black NH,0–18,706
2020,6115,Black NH,19–34,862
2020,6115,Black NH,35–64,1000
2020,6115,Black NH,65+,298
2020,6115,Hispanic,0–18,11526
2020,6115,Hispanic,19–34,7518
2020,6115,Hispanic,35–64,8316
2020,6115,Hispanic,65+,1735
2020,6115,MR NH,0–18,2811
2020,6115,MR NH,19–34,1397
2020,6115,MR NH,35–64,1429
2020,6115,MR NH,65+,391
2020,6115,NHPI NH,0–18,82
2020,6115,NHPI NH,19–34,96
2020,6115,NHPI NH,35–64,157
2020,6115,NHPI NH,65+,34
2020,6115,White NH,0–18,9408
